ID,Title,Status,Owner,Authoring Company,Last Modified On,Published Channels,Expiry Date
"UC10000323","Automation of Manual Emergency Payments Request Workflow","Archived","Maria TZATSOU","SAP","Aug 22, 2024","","Aug 22, 2025"
"UC0009212","Automate and Transform Accounts Payable and Enable Intelligent Operations","Archived","Bil Khan","SAP","Aug 21, 2024","","Aug 20, 2025"
"UC00004249","Enable External Forecasting on SAP IBP with Google Vertex AI","Archived","Jack Seeburger","SAP","Aug 21, 2024","","Aug 22, 2025"
"UC0009104","Automating the Capture, Digitalization and Processing of Business Data","Published","Luke Kwong","SAP","Aug 21, 2024","Content Discovery","Aug 6, 2026"
"UC00092641","S/4: Demand Monitoring App - BTP Extension","Archived","Swen Fuchs","SAP","Aug 21, 2024","","Nov 14, 2025"
"UC00092962","ARB: Intelligent Invoice Express - BTP Extension","Archived","Swen Fuchs","SAP","Aug 21, 2024","","Oct 31, 2025"
"UC10000148","ARB: Supplier Validation Control Tower - BTP Extension","Archived","Daniel Schunk","SAP","Aug 21, 2024","","Jan 15, 2025"
"UC00092701","FG, ARB, S/4: SAP Task Center Integration - BTP Extension","Archived","Swen Fuchs","SAP","Aug 21, 2024","","Aug 21, 2025"
"UC10000203","SBN: Exchange Production and batch Data with Suppliers","Draft","Harsh Vardhan Satsangi","SAP","Aug 21, 2024","",""
"UC10000204","SBN: Supplier/Manufacturer collaboration on long deal production orders","Draft","Harsh Vardhan Satsangi","SAP","Aug 21, 2024","",""
"UC00092609","SBN: Supplier Diversity Portal SSO - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092581","ARB: Sourcing to Req Creation - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092582","ARB: Requisition Integration with Risk Score  - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092594","ARB: Supplier Validation in SLP - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092595","ARB: MS Teams Integration with SAP Ariba - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092611","ARB: Supplier Bank Account Validation - BTP Integration","Draft","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092640","SBN, S/4: Material Exchange with Supplier - BTP Integration SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092642","S/4: Integration Content Advisor (ICA) for SBO - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092644","ARB, S/4: Contract Consumption across Procurement - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092757","SBN: Dispute Management Prototype - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092869","ARB: Ad hoc Shipment creation with Guided Buying - BTP Integration","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092870","SBN: Enable Buyer upload of forecast via Excel - BTP Integration SBN4SC","Draft","Swen Fuchs","SAP","Aug 21, 2024","","Mar 14, 2026"
"UC00092910","ARB: Equinor Plant Maintenance Dashboard","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092949","SBN,FG: SSO for SBN and FG Suppliers via SAP - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092979","ARB: Sourcing Integration to push tenders to Contract Finder in UK","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 30, 2027"
"UC00092990","SBN, ARB: Fresenius Guided Buying PR PHI Portal - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00093026","SBN: Freight and Work Order Dispute Management Supplier Portal - BTP Extension SBN4P","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00093300","S/4: ValuLytix - Addressing Supply Chain Challenges - BTP Analytics","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Jan 7, 2027"
"UC00092539","Smart, Dynamic S2P Workflow Calibration","Published","Felix Neumann","SAP","Aug 21, 2024","Content Discovery","Aug 19, 2026"
"UC00092886","ARB: CRM for Suppliers: BTP Extension","Published","Swen Fuchs","SAP","Aug 21, 2024","Content Discovery","Oct 17, 2026"
"UC00091995","SAP Translation Hub - Translation of ABAP extensions","Archived","Kerstin Bier","SAP","Aug 20, 2024","","Aug 20, 2025"
"UC00092420","SAP Translation Hub - Translation of Mobile Apps","Archived","Kerstin Bier","SAP","Aug 20, 2024","","Aug 20, 2025"
"UC10000205","Integrate SAP S/4HANA Data into SAP HANA Cloud leveraging SAP Datasphere","Archived","Britta Thoelking","SAP","Aug 20, 2024","","Aug 20, 2025"
"UC00093261","Supporting Innovation with Fast, Flexible, High-Volume Performance Testing","Archived","Bil Khan","SAP","Aug 20, 2024","","Aug 17, 2024"
"UC00093260","Verify the Accuracy of Your Data with Automated Data Testing","Archived","Bil Khan","SAP","Aug 20, 2024","","Aug 17, 2024"
"UC00093259","Powering Digital Transformation Through Fast and Efficient Continuous Testing","Archived","Bil Khan","SAP","Aug 20, 2024","","Aug 17, 2024"
"UC00093262","Enabling Intelligent Change Impact Analysis and Fostering Innovation","Archived","Bil Khan","SAP","Aug 20, 2024","","Aug 17, 2024"
"UC00093195","Create and Deliver Experiences from Discovery to Delivery to Loyalty","Archived","Rupert O'Halloran","SAP","Aug 16, 2024","","Aug 16, 2025"
"UC00093178","Power your Customer Lifecycle by Connecting Demand Signals to Supply Chain","Archived","Rupert O'Halloran","SAP","Aug 16, 2024","","Aug 16, 2025"
"UC00092418","HXM: Creating a Culture of Inclusion and Belonging","Archived","Nicole Schadewald","SAP","Aug 14, 2024","","Sep 11, 2024"
"UC10000284","Integrating IBM Security Verify with SAP Cloud Identity Services in SAP BTP","Published","Tushar Trivedi","IBM","Aug 14, 2024","Content Discovery, Discovery Center","Aug 20, 2026"
"UC10000318","Your new use case title with maximum 80 characters","Archived","Zhikang Shen","SAP","Aug 13, 2024","",""
"UC10000268","Simply Apply with a Video in SAP SuccessFactors","Published","Tabea Reuter","HCM ADVICE","Aug 12, 2024","Content Discovery, Discovery Center","Jul 17, 2026"
"UC10000299","Early Detection of Slow / Non-Moving Stock","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000300","Failure Curve Analytics","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000302","Machine Learning for Monitoring of Goods and Invoice Receipts (Financial Account Reconciliation)","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000303","Prediction of Delivery Date for Purchase Order Items (Supplier Delivery Date Prediction)","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000304","Predictive Analytics Model Training - Sales (Predicted Delivery Delay)","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000307","SAP Business Integrity Screening","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000308","Process Implausible Meter Reading Results Using Machine Learning","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000309","SAP Cash Application: Customer Account Identification","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000310","SAP Cash Application: Lockbox","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000311","SAP Cash Application: Payment Advice Extraction","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000312","SAP Cash Application: Receiveables-Line-Item-Matching","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000314","Tax Compliance","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000315","Create Sales Orders from Unstructured Data","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000316","Intelligent Content Processing for Document Classification","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000298","Demand-Driven Replenishment: Dynamic Buffer Level Adjustment","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000297","Contract Consumption Prediction","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC10000296","Business Rule Mining","Archived","Ingo Hartmann","SAP","Aug 12, 2024","","Aug 12, 2025"
"UC00091780","Behavioral Insights","Published","Craig Kennedy","SAP","Aug 11, 2024","Content Discovery","Jul 14, 2026"
"UC10000317","Embedded OCR processing: Convert paper to electronic invoices, automatically sent to the A/P systems","Archived","Ingo Hartmann","SAP","Aug 9, 2024","","Aug 9, 2025"
"UC10000305","Predictive Analytics Model Training - Sales (Sales Performance Prediction)","Archived","Ingo Hartmann","SAP","Aug 9, 2024","","Aug 9, 2025"
"UC10000306","Process Outsorted Billing Documents","Archived","Ingo Hartmann","SAP","Aug 9, 2024","","Aug 9, 2025"
"UC10000295","Bank Reconciliation for China","Archived","Ingo Hartmann","SAP","Aug 9, 2024","","Aug 9, 2025"
"UC10000301","Intelligent Collections Management","Archived","Ingo Hartmann","SAP","Aug 9, 2024","","Aug 9, 2025"
"UC00093266","Nextchain - A Next Gen Factory incorporating Sustainability and Quality","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 11, 2024"
"UC00093269","GyanSys - S&OP Transformation with SAP IBP","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 11, 2024"
"UC00093462","PwC - Extending SAP Workzone with SAP SuccessFactors data","Archived","Jim Barton","SAP","Aug 9, 2024","Content Discovery","Jul 20, 2024"
"UC00093305","DynaSys - Empowering Global Apparel Leader to Innovate & Transform with Intelligent Technologies","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 13, 2024"
"UC00093309","Wipro - Building the Urban Area of the Future","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 13, 2024"
"UC00093422","Benchmark -  Shanghai Benchmark 3D Digital Factory Boardroom","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 13, 2024"
"UC00093428","PASaPAS - Management of Customer Interventions","Archived","Jim Barton","SAP","Aug 9, 2024","","Jul 13, 2024"
"UC00093421","Numen - Customer Credit Limit Approval Workflow","Archived","Mauricio Miao","Numen","Aug 9, 2024","Content Discovery","Nov 9, 2024"
"UC00093419","Blueprint - BoB - Bot of Blueprint","Archived","Omprakash H","Blueprint","Aug 9, 2024","Content Discovery","Nov 13, 2024"
"UC10000119","Blueprint - Talent Acquisition Agency Portal powered by SAP BTP (B-TAAP)","Archived","Omprakash H","Blueprint","Aug 9, 2024","Content Discovery","Nov 13, 2024"
"UC10000120","Blueprint - BOT for Bulk Documents Generation powered by SAP BTP","Archived","Omprakash H","Blueprint","Aug 9, 2024","Content Discovery","Nov 13, 2024"
"UC00093275","Flexso - Promoting Bicycle Use as Daily Commute","Archived","Lien Desmet","FLEXSO","Aug 9, 2024","Content Discovery","Nov 28, 2024"
"UC10000135","Blueprint - WPEACE - Workforce Planning Enhancements & Accelerator for Company Executives","Archived","Omprakash H","Blueprint","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000126","Tesselar - Agribusiness Inventory management for SAP S/4HANA with SAP BTP","Archived","Miguel Angel Alvarado","Tesselar","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000118","BGP Management Consulting - SAP extension on BTP to manage italy PEC emails delivery","Archived","Luca ANTIOCHIA","BGP","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093497","Capgemini - Automotive Parts Recycling Visibility","Archived","Kevin De Wilde","Capgemini","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093280","Capgemini - Modernizing Accounts Payable on SAP Business Technology Platform","Archived","Kevin De Wilde","Capgemini","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000123","ConvergentIS - Automating contractor Time Entry and Backfill","Archived","Julio Navas","ConvergentIS","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000122","ConvergentIS - Injury Prevention Plan through Safety and Incident reporting","Archived","Julio Navas","ConvergentIS","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000124","ConvergentIS - Smart Meter Deployment","Archived","Julio Navas","ConvergentIS","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093426","ConvergentIS - Turn Inefficient Requisitioning Process into Fit-for-Purpose Procurement Solution","Archived","Julio Navas","ConvergentIS","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093256","Delaware - Accelerator for B2B Portals with SAP Work Zone","Archived","Frederik Devinck","delaware","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093284","Deloitte - Digitally Transform Brand Ambassadors - SAP BTP &amp; SAP Cloud Analytics","Archived","Jonathan Maher","Deloitte ES","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093265","Deloitte - Global Controls Modernization - SAP Business Integrity  Screening","Archived","Jonathan Maher","Deloitte ES","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC10000125","Infosys - Sustainable S&OP and Carbon footprint management Powered by SAP BTP","Archived","Rani Chidambaram","Infosys","Aug 9, 2024","Content Discovery","Nov 30, 2024"
"UC00093289","EPI-USE - Empowering the Workforce with  SAP SuccessFactors","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093273","EPI-USE - K-12 Education customer uses SAP for business improvement/integration","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093307","EPI-USE - Preserving African Wildlife on the Ground, through the Cloud","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093304","EPI-USE - SAP Digital Core of Employee Data Supports Innovative Ecosystem","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093306","IBsolution - Leveraging the Internet of Things to Enable New Business Models","Archived","Tilo Freund","IBsolution","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00092691","Incture - Accelerating ALJ Motors Digital Transformation","Archived","Ravikiran Papthimar","Incture","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00092693","Incture - Intelligent Completions and Smart Well Technology Platform","Archived","Ravikiran Papthimar","Incture","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00092298","Incture - Next Generation Digital Oil Field","Archived","Ravikiran Papthimar","Incture","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093303","Walldorf Consulting - Intelligent Business Platform: 7 SAP Cloud solutions - 1 Platform","Archived","Christine Lengler","Walldorf Consulting","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093272","PwC - 'Digital from the start' approach to electric vehicle industry","Archived","Felix Blume","PwC","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093308","PwC - B-BBEE Dashboard","Archived","Felix Blume","PwC","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093287","PwC - Digitizing the Customer Experience with a Single, Unified Platform","Archived","Felix Blume","PwC","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093302","PwC - Radical Digital Transformation and Automation","Archived","Felix Blume","PwC","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC00093310","EPI-USE, Deloitte - Building Core Systems for Tomorrow's University","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 1, 2024"
"UC10000117","Applexus - Efficient Delivery Scheduling - Samsara-Genesys Integration powered by SAP BTP","Archived","Aju Solomon","Applexus","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00093218","Trifork - Mobile App for efficient Workflows for Field Service Technicians","Archived","Gregory Doukas","Trifork","Aug 9, 2024","Content Discovery","Dec 10, 2024"
"UC00093219","Trifork - Localize missing materials and automate goods movements in warehouses","Archived","Gregory Doukas","Trifork","Aug 9, 2024","Content Discovery","Dec 10, 2024"
"UC10000121","Blueprint - BLink: BOT powered by SAP BTP – Build process automation service to automate","Archived","Omprakash H","Blueprint","Aug 9, 2024","Content Discovery","Jan 2, 2025"
"UC10000144","Accenture - Supply Chain Nerve Center","Archived","dileep kumar pala","Accenture","Aug 9, 2024","Content Discovery","Jan 9, 2025"
"UC00093312","IBM - Master Data Side by Side Application – SAP BTP","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093279","IBM - Integrating Software to Share Enterprise-Wide Information","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093116","IBM - Intelligent Outcome-Based Billing","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093115","IBM - Lead to Order for Industrial Products","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093086","IBM - Connected Plant for Intelligent Manufacturing Execution","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093080","IBM - AfterMarket Service","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093270","IBM - Digital Planning Engine - SAP Intelligent Business Process Management","Archived","Pritam Pritu","IBM","Aug 9, 2024","Content Discovery","Jan 31, 2025"
"UC00093311","Deloitte Advisory - SAP S/4HANA Cloud Essentials in Industrial Manufacturing","Archived","Katerina Dudkova","Deloitte CE","Aug 9, 2024","Content Discovery","Feb 15, 2025"
"UC10000215","Highbar - Subcontractors Billing App","Published","Ashok Wani","Highbar Technocrat Limited","Aug 9, 2024","Content Discovery","Mar 26, 2027"
"UC10000219","Amazon - Predictive Maintenance using Amazon Monitron and SAP BTP","Archived","Sunny Patwari","Amazon","Aug 9, 2024","Content Discovery","Mar 6, 2025"
"UC10000218","Bosch - SAIL: Sustainability, AI & Logistics for CO2e Reduction","Archived","Praveen Gangadhar","Bosch Global Software Technologies","Aug 9, 2024","Content Discovery","Mar 7, 2025"
"UC10000223","Crave InfoTech - AP Automation: Gate to Pay","Archived","Ashwin Katkar","CRAVEINFOTECH","Aug 9, 2024","Content Discovery","Mar 28, 2025"
"UC10000227","Bosch - Unified Sales Tracker","Archived","Praveen Gangadhar","Bosch Global Software Technologies","Aug 9, 2024","Content Discovery","Mar 28, 2025"
"UC00093466","Deloitte - SAP Data Warehouse Cloud as a replacement of Qlickview Database","Archived","Jonathan Maher","Deloitte ES","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00093463","Epi-Use - Real-Time Data Feed from S/4HANA with 3rd Party Consolidation Tool","Archived","Nolan Ramsey","EPI-USE","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00093467","Capgemini - Replacing  SAP BW with SAP Data Warehouse Cloud","Archived","Kevin De Wilde","Capgemini","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00093465","Deloitte - Automate the Provisioning of Users to Access Success Factors","Archived","Jonathan Maher","Deloitte ES","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00093464","Delaware - Managing the collection of 'Loyalty' points","Archived","Frederik Devinck","delaware","Aug 9, 2024","Content Discovery","Dec 4, 2024"
"UC00091157","Shortfall Analytics","Archived","Dimitrios Lyras","SAP","Aug 7, 2024","","Aug 28, 2025"
"UC00091186","Energy Management Analysis - Consumption Monitoring","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 16, 2025"
"UC0009154","Demand Forecasting & Distribution for Oil & Gas","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 12, 2025"
"UC00091576","Intelligent Demand Forecast and Order Plan for Automotive","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 12, 2025"
"UC00092528","Parking Visitors Demand Forecast & Simulation","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 12, 2025"
"UC00092532","Real-Time Parking, Traffic Monitoring, Alerting & Analytics Dashboard","Draft","Maria TZATSOU","SAP","Aug 6, 2024","","Jul 15, 2026"
"UC00092529","Parking and Consumer Behavior Recommendation and Real-Time Offering","Draft","Maria TZATSOU","SAP","Aug 6, 2024","","Jul 15, 2026"
"UC00092531","Optimal Space Management & Simulation","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 12, 2025"
"UC00092530","Visitor Type Recognition / Parking Misuse Detection / Enriching Customer Profile","Archived","Maria TZATSOU","SAP","Aug 6, 2024","","Aug 12, 2025"
"UC10000290","Activate Joule for SAP S/4HANA Cloud Private Edition","Draft","Harjeet Judge","SAP","Aug 6, 2024","SAP.COM",""
"UC00003766","Add Printing Label to Your User Experience for SAP S/4HANA Cloud","Archived","Jacky Liu","SAP","Aug 6, 2024","","Jul 10, 2026"
"UC10000261","Add Printing Label to Your User Experience for SAP S/4HANA Cloud In BTP ABAP Environment","Published","Jacky Liu","SAP","Aug 6, 2024","Content Discovery, Discovery Center","Sep 29, 2026"
"UC00004224","Perform Financial Planning with SAP and Google data","Archived","Rui Jin","SAP","Aug 5, 2024","","Oct 26, 2024"
"UC10000277","Multi-Carrier Platform for Shipping","Draft","Andrej Grohar","AEB","Aug 5, 2024","",""
"UC00093487","Galvanization Quality Prediction","Archived","Gonzalo Hernan Sendra","SAP","Aug 4, 2024","","Aug 6, 2025"
"UC10000274","Payment Allocation Forecast","Draft","Andreas Forster","SAP","Aug 2, 2024","",""
"UC10000269","Migrate BPM/BRM to SAP Build Process Automation","Draft","Christine MAUBERT","SAP","Aug 2, 2024","",""
"UC00093468","Accenture - Reduce Operational Costs through AI","Archived","Jim Barton","SAP","Aug 1, 2024","","Jul 24, 2024"
"UC00003550","Calculate Employee Seniority with Event-Driven Extensions","Archived","James Rapp","SAP","Jul 31, 2024","SAP.COM","Aug 5, 2025"
"UC00003523","Forecasting Consumer Market Share with SAP HANA Cloud and SAP Analytics Cloud","Archived","Euree Hawer","SAP","Jul 30, 2024","SAP.COM","Feb 28, 2025"
"UC10000288","SAP Cloud ERP Framework Onboarding Mission","Draft","Rajvir Bunet","SAP","Jul 26, 2024","",""
"UC00093005","Improved Extrusion Efficiency Through Data Driven Recommendations","Archived","Kai Aldinger","SAP","Jul 26, 2024","","Jul 29, 2025"
"UC10000221","Establish custom multitenant applications on SAP BTP and Cloud Foundry","Published","Margarethe Hilkert","sovanta","Jul 24, 2024","Content Discovery, Discovery Center","Jun 25, 2026"
"UC00093448","Extension to intercompany process of headquarter on SAP S/4HANA","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093331","Alert on Outages in High-Available SAP Enterprise Architecture","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093243","Production Planning and Execution Scheduler","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093235","High-availability via SAP BTP application interfacing with EWM","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093221","Automated System Failure Alerting Service Functionality","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093445","Human Resources Process and Data","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093443","Automated sales functions and reports","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093447","Energy request and distribution","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093449","Event-driven alert on SAP Business Suite","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093450","Invoice Automation","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093452","Procure-to-Pay and Order-to-Cash Process Automation","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093453","Procure-To-Pay Process Digitization","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093454","Sample Asset Maintenance Process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093455","Financial Advisory for Corporations","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093456","Intercompany Billing of financial documents","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093457","Supplier Onboarding process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093459","Digital Incoming Inspection process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093460","Import Product Data Process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093476","Demand Forecasting of Equipment Process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093482","Approval Workflow Apps in SAP S/4HANA","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093222","HR-Business Process Improvement","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093223","Automate Budget Carry-Forward Process","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093234","SuccessFactors-IPS-SAC Integration","Published","Bettina Woyderski","SAP","Jul 17, 2024","Content Discovery","Jun 23, 2026"
"UC00093461","Mibcon - Credit/Debit Extension for S/4HANA Cloud","Archived","Jim Barton","SAP","Jul 15, 2024","","Jul 19, 2024"
"UC10000285","Sample Usecase from Dhawal","Draft","Dhawal Joshi","SAP","Jul 8, 2024","",""
"UC10000250","Automate Data Collection for SAP Sustainability Control Tower leveraging Process Automation","Published","Margarethe Hilkert","sovanta","Jul 4, 2024","Content Discovery, Discovery Center","Jun 6, 2026"
"UC00093438","Transparent Replacement Times Spare Parts","Published","Bettina Woyderski","SAP","Jul 1, 2024","Content Discovery","Jun 23, 2026"
"UC00093248","Contractor Onboarding Workflow","Published","Bettina Woyderski","SAP","Jul 1, 2024","Content Discovery","Jun 23, 2026"
"UC00093436","Manufacturing - Self-Serve Order and get Billing Information Process","Published","Bettina Woyderski","SAP","Jul 1, 2024","Content Discovery","Jun 23, 2026"
"UC00093220","Supply Chain Tracking Portal","Published","Bettina Woyderski","SAP","Jul 1, 2024","Content Discovery","Jun 23, 2026"
"UC00093444","Supplier Portal","Published","Bettina Woyderski","SAP","Jul 1, 2024","Content Discovery","Jun 23, 2026"
"UC10000191","Get Started with SAP BTP Guidance Framework","Draft","Sachit Aggarwal","SAP","Jun 29, 2024","",""
"UC10000006","Test Use Case for Ingo and Frank for Deletion (Ingo)","In Review","Ingo Deck","SAP","Jun 26, 2024","",""
"UC10000272","ODTH is creating the warehouse of the future with SAP EWM","Archived","Lien Desmet","FLEXSO","Jun 24, 2024","",""
"UC10000273","Planning and Execution: shopfloor extensions for bespoke manufacturing in SAP","Archived","Lien Desmet","FLEXSO","Jun 24, 2024","",""
"UC00092255","The Digital Transformation of a Global Supply Chain","Archived","Ru Jia","SAP","May 29, 2024","","Nov 30, 2024"
"UC00091041","Customer Service Chatbots","Archived","Ru Jia","SAP","May 29, 2024","","Nov 2, 2024"
"UC00092512","Declining Sales Analysis","Archived","Ru Jia","SAP","May 29, 2024","","Sep 5, 2024"
